"full_taxon_name"	"kingdom"	"phylum"	"class"	"order"	"family"	"genus"	"taxon_annotation"
"OTU_97.7726"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7727"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.773"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.7731"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.7736"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7738"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7740"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7743"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7744"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.7745"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.7746"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7748"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.7750"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7752"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.7756"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Moryella"	"2"	"1239"	"186801"	"186802"	"186803"	"437755"	NA
"OTU_97.776"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7762"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.7764"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7766"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.7768"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7770"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.7771"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.778"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7782"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas"	"2"	"1224"	"1236"	"72274"	"135621"	"286"	"facultative_anaerobic"
"OTU_97.7784"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.7794"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira"	"2"	"1239"	"186801"	"186802"	"186803"	"28050"	NA
"OTU_97.7796"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7797"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7799"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.78"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|NA"	"2"	"1239"	"91061"	"186826"	"186828"	NA	NA
"OTU_97.7801"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.7803"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7808"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.7809"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.781"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7819"	"Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter"	"2"	"1224"	"29547"	"213849"	"72294"	"194"	"facultative_anaerobic"
"OTU_97.7820"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7821"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7822"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.7826"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.7830"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|NA"	"2"	"976"	"117743"	"200644"	"49546"	NA	NA
"OTU_97.7831"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7838"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.784"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7841"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.7842"	"Bacteria|Tenericutes|Mollicutes|RF39|NA|NA"	"2"	"544448"	"31969"	NA	NA	NA	NA
"OTU_97.7846"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Megasphaera"	"2"	"1239"	"909932"	"1843489"	"31977"	"906"	"anaerobic"
"OTU_97.7852"	"Bacteria|Firmicutes|Bacilli|Bacillales|Alicyclobacillaceae|Alicyclobacillus"	"2"	"1239"	"91061"	"1385"	"186823"	"29330"	NA
"OTU_97.7854"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.7855"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7857"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7859"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.786"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7861"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7862"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.7864"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7865"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7866"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7870"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.7878"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7881"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7882"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7885"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.7886"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7889"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|NA"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	NA
"OTU_97.789"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Clostridium"	"2"	"1239"	"186801"	"186802"	"31979"	"1485"	NA
"OTU_97.7892"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.7893"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.7894"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7895"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7897"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.79"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.790"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.7900"	"Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Thermomonas"	"2"	"1224"	"1236"	"135614"	"32033"	"141948"	NA
"OTU_97.791"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.7911"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Leptotrichia"	"2"	"32066"	"203490"	"203491"	"1129771"	"32067"	"anaerobic"
"OTU_97.7915"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7919"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7922"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7924"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|NA|NA"	"2"	"201174"	"1760"	"2037"	NA	NA	NA
"OTU_97.7927"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.793"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.7930"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Dialister"	"2"	"1239"	"909932"	"1843489"	"31977"	"39948"	"anaerobic"
"OTU_97.7934"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7935"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|NA"	"2"	"1239"	"186801"	"186802"	"186803"	NA	NA
"OTU_97.7937"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Dialister"	"2"	"1239"	"909932"	"1843489"	"31977"	"39948"	"anaerobic"
"OTU_97.794"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.7950"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.7951"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7952"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7957"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.796"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Veillonellaceae|Veillonella"	"2"	"1239"	"909932"	"1843489"	"31977"	NA	"anaerobic"
"OTU_97.7960"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.7966"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7969"	"Bacteria|Firmicutes|Bacilli|Gemellales|Gemellaceae|Gemella"	"2"	"1239"	"91061"	"1385"	NA	"1378"	"facultative_anaerobic"
"OTU_97.7971"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Catonella"	"2"	"1239"	"186801"	"186802"	"186803"	"43996"	"anaerobic"
"OTU_97.7972"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.7976"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.7977"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.7978"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7981"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7982"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7986"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.7987"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium"	"2"	"1239"	"186801"	"186802"	"31979"	"1485"	NA
"OTU_97.799"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Haemophilus"	"2"	"1224"	"1236"	"135625"	"712"	"724"	"facultative_anaerobic"
"OTU_97.7994"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.7995"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.7996"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.7997"	"Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eubacterium"	"2"	"1239"	"186801"	"186802"	"186806"	"1730"	NA
"OTU_97.7998"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|NA"	"2"	"1224"	"28216"	"206351"	"481"	NA	NA
"OTU_97.7999"	"Bacteria|Firmicutes|Clostridia|Clostridiales|NA|NA"	"2"	"1239"	"186801"	"186802"	NA	NA	NA
"OTU_97.800"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.8003"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Tannerella"	"2"	"976"	"200643"	"171549"	"2005525"	"195950"	"anaerobic"
"OTU_97.8004"	"Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Burkholderiaceae|Lautropia"	"2"	"1224"	"28216"	"80840"	"119060"	"47670"	"aerobic"
"OTU_97.8006"	"Bacteria|Firmicutes|Clostridia|Clostridiales|NA|NA"	"2"	"1239"	"186801"	"186802"	NA	NA	NA
"OTU_97.8009"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae|Rothia"	"2"	"201174"	"1760"	"85006"	"1268"	"32207"	"facultative_anaerobic"
"OTU_97.8010"	"Bacteria|SR1|NA|NA|NA|NA"	"2"	NA	NA	NA	NA	NA	NA
"OTU_97.8011"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8013"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8017"	"Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Neisseria"	"2"	"1224"	"28216"	"206351"	"481"	"482"	"aerobic"
"OTU_97.8023"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|NA|NA"	"2"	"976"	"200643"	"171549"	NA	NA	NA
"OTU_97.8028"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8034"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8036"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8037"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.8039"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.804"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8044"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8045"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Corynebacteriaceae|Corynebacterium"	"2"	"201174"	"1760"	"85007"	"1653"	"1716"	"aerobic"
"OTU_97.8046"	"Bacteria|Fusobacteria|Fusobacteria|Fusobacteriales|Fusobacteriaceae|Fusobacterium"	"2"	"32066"	"203490"	"203491"	"203492"	"848"	"anaerobic"
"OTU_97.8047"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8053"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8054"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Aggregatibacter"	"2"	"1224"	"1236"	"135625"	"712"	"416916"	"facultative_anaerobic"
"OTU_97.8055"	"Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Stenotrophomonas"	"2"	"1224"	"1236"	"135614"	"32033"	"40323"	NA
"OTU_97.8056"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8059"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.806"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.8061"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8064"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus"	"2"	"1239"	"91061"	"186826"	"1300"	NA	"facultative_anaerobic"
"OTU_97.8067"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
"OTU_97.8068"	"Bacteria|Spirochaetes|Spirochaetes|Spirochaetales|Spirochaetaceae|Treponema"	"2"	"203691"	"203692"	"136"	"2845253"	"157"	"anaerobic"
"OTU_97.8069"	"Bacteria|Bacteroidetes|Flavobacteria|Flavobacteriales|Flavobacteriaceae|Capnocytophaga"	"2"	"976"	"117743"	"200644"	"49546"	"1016"	"facultative_anaerobic"
"OTU_97.8076"	"Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Actinomyces"	"2"	"201174"	"1760"	"2037"	"2049"	"1654"	"anaerobic"
"OTU_97.8079"	"Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|NA"	"2"	"1224"	"1236"	"135625"	"712"	NA	NA
"OTU_97.808"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas"	"2"	"976"	"200643"	"171549"	"171551"	"836"	"anaerobic"
"OTU_97.8080"	"Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella"	"2"	"1239"	"91061"	"186826"	"186828"	"117563"	"anaerobic"
"OTU_97.8081"	"Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella"	"2"	"976"	"200643"	"171549"	"171552"	"838"	"anaerobic"
